index_no	collection	resource_id	title	author	post_created_at	source_url	tags	source_status_existing	source_disposition_existing	source_confidence_existing	topic_primary	topic_secondary	content_chars	content_quality	index_use	method_or_external_reference	user_fact_boundary	evidence_level	full_distill_recommended	uncertainty_flags	has_media	has_comments	duplicate_resource_id	source_path
130	Bookmarks	6a7b137c0000000035016851	嵌入式找实习/秋招八股要背到什么程度？	工科女的日常	2026-08-11T12:20:12.000Z	https://www.xiaohongshu.com/explore/6a7b137c0000000035016851?xsec_token=ABRiPgMYtugEqjWjJ5vzSj3WCjrvHLA4h8DNZ0UcYXJ4E%3D	嵌入式开发;嵌入式项目;学习;秋招;找实习;嵌入式学习;提前批;工科;工科女;嵌入式学习路线;嵌入式学习经验;6a5a1358000000003202165d	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	913	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E3	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式找实习 秋招八股要背到什么程度？ - 6a7b137c0000000035016851.md
131	Bookmarks	6a52dab8000000000f007864	嵌入式找实习焚决	爱困觉的程序员	2026-07-12T00:07:20.000Z	https://www.xiaohongshu.com/explore/6a52dab8000000000f007864?xsec_token=ABMmUmp7aIMhQoM7g7qj-zxmxPfL64BhZPg3mQS2fnuY0%3D	嵌入式;找实习;MCU;驱动开发;嵌入式学习经验;6a5a1358000000003202165d	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	883	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E3	yes	marketing-or-outcome-claim;offer-salary-admission-claim;duplicate-resource-across-collections	yes	yes	yes	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式找实习焚决 - 6a52dab8000000000f007864.md
132	Bookmarks	6a2e9d62000000001603ce89	嵌入式校招AI面经总结（下）	飞出金陵的烤鸭	2026-06-14T12:24:02.000Z	https://www.xiaohongshu.com/explore/6a2e9d62000000001603ce89?xsec_token=ABpYB6IK-viUErSQNMYDH1B_7aK02njF3kWc2Y3jZZcYs%3D	嵌入式项目;嵌入式开发;嵌入式;嵌入式就业;嵌入式学习路线;嵌入式面试;互联网大厂;飞出金陵的烤鸭;嵌入式面经;69f3879d0000000032020e1f	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;ai-agent-workflow	15	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式校招AI面经总结（下） - 6a2e9d62000000001603ce89.md
133	Bookmarks	6a5c58e40000000001000d43	嵌入式校招从入门到秋招闭环(汽车电子篇)	飞出金陵的烤鸭	2026-07-22T12:01:03.000Z	https://www.xiaohongshu.com/explore/6a5c58e40000000001000d43?xsec_token=ABYOhbveuJ5FSn1lQ2zDs8q21pQTVUh2RBQcCo2ASSDQc%3D	嵌入式学习路线;嵌入式;嵌入式开发;飞出金陵的烤鸭;嵌入式面试;嵌入式项目;华为;小米;vivo	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;knowledge-management;consumer-lifestyle	348	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式校招从入门到秋招闭环(汽车电子篇) - 6a5c58e40000000001000d43.md
134	Bookmarks	6a5c56fb0000000001030cc3	嵌入式校招从入门到秋招闭环（介绍篇）	飞出金陵的烤鸭	2026-07-20T12:01:09.000Z	https://www.xiaohongshu.com/explore/6a5c56fb0000000001030cc3?xsec_token=ABYOhbveuJ5FSn1lQ2zDs8qyn3xCM-Ydjzj4GEvHJNMbU%3D	嵌入式就业;嵌入式项目;嵌入式面试;烤鸭的嵌入式校招笔记;大疆;华为;地平线;影石;嵌入式学习经验;6a5a1358000000003202165d	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;knowledge-management;consumer-lifestyle	346	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式校招从入门到秋招闭环（介绍篇） - 6a5c56fb0000000001030cc3.md
135	Bookmarks	6a3fc241000000001101d9e9	嵌入式校招可投方向全总结	梦嘉的硬件笔记	2026-08-01T03:19:00.000Z	https://www.xiaohongshu.com/explore/6a3fc241000000001101d9e9?xsec_token=ABUDbYoNOJdz4sE5dFmxCCEv7eHpZPgFBg_9uix2KAb9c%3D	嵌入式;嵌入式开发;电子信息;校招生;嵌入式校招;春招分享;校招;互联网大厂;云计算发展前景;STM32单片机	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;ai-agent-workflow;graduate-research;consumer-lifestyle	669	prose	方法候选（求职/简历流程）	可吸收：按岗位目标筛选、项目证据化表达、投递跟踪、面试复盘建立闭环；岗位、offer、薪资和时间点仅保留为原作者经验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	marketing-or-outcome-claim;offer-salary-admission-claim;time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式校招可投方向全总结 - 6a3fc241000000001101d9e9.md
136	Bookmarks	6a1d56c60000000035031133	嵌入式校招笔记 使用策略	爱困觉的程序员	2026-06-01T09:54:14.000Z	https://www.xiaohongshu.com/explore/6a1d56c60000000035031133?xsec_token=ABT0oMVZMTwYrKGrNiaHq6yNvAZO05PVx1xHHt6bBKMDA%3D	秋招;爱困觉的程序员;嵌入式;嵌入式八股;校招笔记评级	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;knowledge-management	625	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	yes	marketing-or-outcome-claim;offer-salary-admission-claim;time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式校招笔记 使用策略 - 6a1d56c60000000035031133.md
137	Bookmarks	6a5b56ae000000001c00f973	嵌入式爱好者的常用软件分享	Eedgcoder	2026-07-18T10:34:22.000Z	https://www.xiaohongshu.com/explore/6a5b56ae000000001c00f973?xsec_token=ABiZ24VLTUxMyArrhv0gyk9HFkUq2zTpF3nzWDZkxibPk%3D	嵌入式;vibecoding;博士日常;howto用好AI;howto用AI手搓APP	domain-referenced	external-reference	medium	embedded-technical	ai-agent-workflow;knowledge-management;graduate-research	771	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式爱好者的常用软件分享 - 6a5b56ae000000001c00f973.md
138	Bookmarks	6a3ff7e7000000000f02a3f2	嵌入式秋招备考，八股面试题到底怎么背？	梦嘉的硬件笔记	2026-06-30T10:18:05.000Z	https://www.xiaohongshu.com/explore/6a3ff7e7000000000f02a3f2?xsec_token=ABUDbYoNOJdz4sE5dFmxCCEtANedBNp7OcIPmn0u2US_Y%3D	嵌入式开发;oc;嵌入式;入门;电子信息;单片机;嵌入式面试;嵌入式面经;嵌入式学习经验;6a5a1358000000003202165d	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	849	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim;offer-salary-admission-claim	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式秋招备考，八股面试题到底怎么背？ - 6a3ff7e7000000000f02a3f2.md
139	Bookmarks	6a58c03c000000000100c00f	嵌入式秋招，比起刷题更应该想清楚这五件事	飞出金陵的烤鸭	2026-07-16T13:00:42.000Z	https://www.xiaohongshu.com/explore/6a58c03c000000000100c00f?xsec_token=AB-YMJcokH7AaLlB1bYeGP0B0e3T6U61K0OHKnuoodO9w%3D	嵌入式项目;烤鸭的嵌入式校招笔记;嵌入式就业;嵌入式;嵌入式面试;嵌入式开发;vibecoding;计算机	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;algorithm-learning;ai-agent-workflow;knowledge-management	15	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式秋招，比起刷题更应该想清楚这五件事 - 6a58c03c000000000100c00f.md
140	Bookmarks	6a74a68100000000270211a3	嵌入式软件秋招算法基础太烂	枫林晚	2026-08-06T15:21:37.000Z	https://www.xiaohongshu.com/explore/6a74a68100000000270211a3?xsec_token=ABzwG8czUgyWOQohYzNgKKB9ns1JRAW73GwiizU69qmhg%3D	嵌入式开发;秋招;算法题;笔试;提前批	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment	9	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式软件秋招算法基础太烂 - 6a74a68100000000270211a3.md
141	Bookmarks	6a606518000000000f00709e	嵌入式面试害怕问到不会的怎么办？	不搭xhs	2026-07-22T10:30:42.000Z	https://www.xiaohongshu.com/explore/6a606518000000000f00709e?xsec_token=ABJyB7pEsHFaTKk7-yBbS-th_NMRO0KXHvMlS_BeMNvko%3D	嵌入式项目;嵌入式;嵌入式工作;嵌入式开发;嵌入式面试;秋招;嵌入式软件开发;嵌入式学习经验;6a5a1358000000003202165d	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;knowledge-management;graduate-research	948	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	none	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/嵌入式面试害怕问到不会的怎么办？ - 6a606518000000000f00709e.md
142	Bookmarks	6a6a0900000000001002679e	已获某头部芯片原厂暑期实习认证	早睡冠军🏆	2026-07-29T14:06:56.000Z	https://www.xiaohongshu.com/explore/6a6a0900000000001002679e?xsec_token=ABYhOFnIoZVd4tji8XX-Tg6Z9pOhi7PoxfsT0WcTZ9nD8%3D	嵌入式;暑期实习;实习生;影石;芯片;研究生;秋招;嵌入式学习经验;6a5a1358000000003202165d	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;ai-agent-workflow	716	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	marketing-or-outcome-claim	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/已获某头部芯片原厂暑期实习认证 - 6a6a0900000000001002679e.md
143	Bookmarks	6a73315d000000000502007d	建立表达力（面试）训练知识库，变化可追踪	张张慢半拍	2026-08-05T12:49:33.000Z	https://www.xiaohongshu.com/explore/6a73315d000000000502007d?xsec_token=ABR8D5XIictmT1FBSEsYeaE6iet-qau6WdkgQGga2P_cU%3D	ai;obsidian;知识库;表达力训练;嵌入式面经;69f3879d0000000032020e1f	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;ai-agent-workflow;knowledge-management	298	prose	案例/题目清单（外部参考）	可吸收：按 C/C++、MCU/RTOS、通信、Linux/驱动和项目深挖分组；“被问到”只是题目线索，答案回到本地源码/文档验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/建立表达力（面试）训练知识库，变化可追踪 - 6a73315d000000000502007d.md
144	Bookmarks	69d7c0c50000000023016adb	强推读项目代码神器！	LancFr	2026-04-09T15:07:49.000Z	https://www.xiaohongshu.com/explore/69d7c0c50000000023016adb?xsec_token=ABpetoKlyrPyqAn3a0zbZyhSG8aHIPngH-jXkS-_OZDKQ%3D	人类高质量科研工具;Claude;ai;agent	domain-referenced	external-reference	medium	ai-knowledge-workflow	ai-agent-workflow;knowledge-management;graduate-research	733	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	time-version-sensitive;duplicate-resource-across-collections	yes	no	yes	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/强推读项目代码神器！ - 69d7c0c50000000023016adb.md
145	Bookmarks	6a58d371000000000f02ab0a	强烈建议大家搭建一个自己的个人网站。	小盖	2026-07-16T12:49:53.000Z	https://www.xiaohongshu.com/explore/6a58d371000000000f02ab0a?xsec_token=AB-YMJcokH7AaLlB1bYeGP0HBqFEwGatFOjqYySJ-RMA0%3D	none	domain-referenced	external-reference	medium	ai-agent-workflow	career-and-employment	943	prose	方法候选（AI辅助求职/面试流程）	可吸收：把输入材料、岗位/问题拆解、生成草稿、人工核验和复盘串成工作流；工具名称、效果数字和“offer”需独立验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E3	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/强烈建议大家搭建一个自己的个人网站。 - 6a58d371000000000f02ab0a.md
