domain	class	status	disposition	confidence	reason	disposition_reason	artifact_refs	path	size_bytes	sha256_16
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-006.jpg	48440	cbbaa7e41fd29f4d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-007 3.png	94844	840d4bd327429879
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-007.png	94844	840d4bd327429879
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-008 3.jpg	56994	c04cf2f04d2970f8
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/07｜文件系统篇-7.2 进程写文件时，进程发生了崩溃，已写入的数据会丢失吗？/img-008.jpg	56994	c04cf2f04d2970f8
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-001 3.png	92123	1649006c93c426d3
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-001.png	92123	1649006c93c426d3
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-002 3.png	39905	cd9df6a90705ea11
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-002.png	39905	cd9df6a90705ea11
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-003 3.png	47873	fe83aa4c700c3b2b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-003.png	47873	fe83aa4c700c3b2b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-004 3.png	160582	b671aa929d3c29ce
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-004.png	160582	b671aa929d3c29ce
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-005 3.png	65038	8e17add715e5be05
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-005.png	65038	8e17add715e5be05
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-006 3.png	39820	ff8458747e47cecd
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-006.png	39820	ff8458747e47cecd
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-007 3.png	59134	97e46e8004b4f7eb
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-007.png	59134	97e46e8004b4f7eb
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-008 3.png	67000	72587d27b1f492c6
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-008.png	67000	72587d27b1f492c6
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-009 3.png	95153	7efc2165e2c06f63
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/08｜设备管理篇-8.1 键盘敲入 A 字母时，操作系统期间发生了什么？/img-009.png	95153	7efc2165e2c06f63
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-001 3.png	106806	e2f24181b93a0ee0
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-001.png	106806	e2f24181b93a0ee0
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-002 3.png	111211	f8796dadfef7b52d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-002.png	111211	f8796dadfef7b52d
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-003 3.png	140959	e3159bebb8b7c13e
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-003.png	140959	e3159bebb8b7c13e
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-004 3.png	73556	2cc1841c8707a884
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-004.png	73556	2cc1841c8707a884
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-005 3.png	76799	a6b515303feae03b
attachments-evidence	attachment-evidence	evidence-layer	evidence-layer	medium	attachment-evidence; not automatically copied into a knowledge Skill	media/model/attachment retained as evidence, not copied into Skill		assets/xiaolincoding/图解系统/09｜网络系统篇-9.1 什么是零拷贝？/img-005.png	76799	a6b515303feae03b
